class,X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,X11,X12,X13,X14,X15,X16,X17,X18,X19,X20,X21,X22,X23,X24
-7.2780387128,0.0,1,379.37500000000017,5.998200000000005,112.04680000000003,25.0,2.0,2.0,4.0,6.0,136.0,2.0,0.0,0.0,2.0,52.04,161.05929020291927,2.60526632304541,716.9411214738501,1.0,0.0,0.0,0.0,0.0
-1.4396051212999998,0.0,1,591.6210000000003,1.5511600000000008,153.6724999999998,42.0,8.0,3.0,11.0,6.0,208.0,4.0,0.0,1.0,5.0,158.48999999999998,265.1176663820488,4.049991229594891e-06,1889.0811835864984,1.0,0.0,0.0,0.0,0.0
-1.8579774272,0.0,1,144.214,2.2874,40.9418,10.0,1.0,1.0,2.0,5.0,60.0,0.0,0.0,0.0,0.0,37.3,62.24960168084558,3.609578052682948,93.43071362054202,1.0,0.0,0.0,0.0,0.0
-4.285895804,0.0,1,397.8900000000001,4.401700000000002,90.502,21.0,6.0,0.0,7.0,0.0,100.0,4.0,0.0,0.0,4.0,25.78,153.77114141464494,1.4666666475555558e-07,718.0672908331296,1.0,0.0,0.0,0.0,0.0
-4.0347567611,0.0,1,216.664,1.8313,55.68780000000003,14.0,3.0,1.0,4.0,1.0,78.0,1.0,1.0,1.0,2.0,49.83,88.26957003924096,2.130555535119513e-07,224.06853695944784,1.0,0.0,0.0,0.0,0.0
-5.229282852,0.0,1,406.9060000000002,4.694800000000003,111.25140000000005,28.0,4.0,3.0,6.0,4.0,152.0,2.0,1.0,1.0,3.0,90.29,170.41518140389243,2.9134386371409065e-07,703.0190510341763,1.0,0.0,0.0,0.0,0.0
-1.8860303607,0.6405071007775657,3,146.14499999999998,1.793,42.484000000000016,11.0,2.0,0.0,2.0,0.0,54.0,2.0,0.0,0.0,2.0,30.21,63.07940657528497,2.9353507979720246,428.5108208761056,0.0,0.0,0.0,1.0,0.0
-0.6229779303,0.0,1,775.969,4.725610000000006,210.43139999999937,54.0,9.0,0.0,12.0,16.0,278.0,5.0,0.0,0.0,5.0,124.12,342.9892579699156,6.497975199208905e-06,2098.8026452419267,1.0,0.0,0.0,0.0,0.0
-1.642781181,0.0,1,758.7060000000004,-1.0801999999999898,178.48639999999966,52.0,14.0,0.0,20.0,9.0,254.0,4.0,0.0,2.0,6.0,229.18,342.0618158529712,3.0249947070847395e-06,2210.600386427988,1.0,0.0,0.0,0.0,0.0
-3.0887781924,0.0,1,196.29,2.7643000000000013,54.78300000000005,14.0,2.0,0.0,2.0,1.0,80.0,0.0,2.0,2.0,2.0,26.3,86.01701930868443,2.225540267260561,269.49529453537843,1.0,0.0,0.0,0.0,0.0
-4.1359426126,0.0,1,220.312,3.3510000000000018,65.22500000000005,16.0,2.0,0.0,2.0,5.0,88.0,1.0,0.0,0.0,1.0,26.3,97.6260073642205,2.5449203918758574,327.84839499722005,1.0,0.0,0.0,0.0,0.0
-2.6038411441,0.0,1,622.5480000000001,-4.739199999999995,143.54779999999985,42.0,12.0,2.0,16.0,6.0,202.0,5.0,0.0,0.0,5.0,197.32,282.1466774400944,2.4199974202278325e-06,2288.2512584705014,1.0,0.0,0.0,0.0,0.0
-0.0700526508,0.0,1,176.25599999999997,1.1989,48.204800000000034,12.0,3.0,1.0,3.0,7.0,74.0,0.0,0.0,0.0,0.0,38.69,74.68011215421217,3.1531775862478155,93.77443751081736,1.0,0.0,0.0,0.0,0.0
-4.4100874366000005,0.3986702441415569,4,385.6370000000001,4.601900000000001,118.06630000000008,27.0,4.0,4.0,5.0,19.0,162.0,0.0,0.0,0.0,0.0,101.37,167.9046629813766,0.0,305.9330151827408,0.0,0.0,0.0,0.0,1.0
-1.5218900849,0.0,1,469.92900000000026,4.233800000000003,123.92940000000009,33.0,7.0,0.0,10.0,8.0,172.0,3.0,0.0,0.0,3.0,115.11,196.28930415538943,8.900571395975501e-07,1087.7657079061817,1.0,0.0,0.0,0.0,0.0
-4.2169166627,0.0,1,214.22,3.264400000000002,59.53600000000003,16.0,3.0,0.0,3.0,2.0,80.0,2.0,0.0,0.0,2.0,35.53,93.24205199901516,1.9521941477943936,407.6186271235691,1.0,0.0,0.0,0.0,0.0
-4.1519109764,0.0,1,170.25199999999998,2.8895000000000017,49.59500000000003,12.0,2.0,0.0,2.0,6.0,70.0,0.0,0.0,0.0,0.0,26.3,74.6091943547654,3.7801924243186464,140.7740056622918,1.0,0.0,0.0,0.0,0.0
-1.1892367555,0.0,1,182.223,0.3285,50.780400000000014,13.0,2.0,2.0,4.0,4.0,72.0,0.0,0.0,0.0,0.0,58.2,77.70235044593753,3.6893729618756304,230.34031643968072,1.0,0.0,0.0,0.0,0.0
-2.9659771733,0.0,1,108.184,2.6728000000000014,36.748,8.0,0.0,0.0,0.0,0.0,44.0,0.0,0.0,1.0,1.0,0.0,50.90880861070806,2.285714285714285,72.60593781761291,1.0,0.0,0.0,0.0,0.0
-3.2569810012,0.0,1,205.286,0.5903999999999998,49.19350000000003,13.0,5.0,0.0,6.0,7.0,76.0,0.0,0.0,0.0,0.0,57.120000000000005,79.07735682073559,3.8734286416774055,169.06669317043506,1.0,0.0,0.0,0.0,0.0
-3.3285834497000004,0.0,1,240.803,2.6637000000000013,60.776000000000046,14.0,3.0,0.0,5.0,9.0,86.0,0.0,0.0,0.0,0.0,27.69,93.0536626905066,4.210670443406352,118.20592425326386,1.0,0.0,0.0,0.0,0.0
-4.3876832538,0.0572972635905897,5,278.348,3.600400000000003,76.82300000000005,20.0,4.0,0.0,4.0,8.0,110.0,1.0,0.0,0.0,1.0,52.60000000000001,119.63095892256436,2.7123913375014235,398.85794216890986,0.0,0.0,0.0,0.0,1.0
-1.7922611704,0.0,1,678.6960000000004,-0.3840799999999942,163.5467999999997,46.0,10.0,2.0,14.0,6.0,228.0,4.0,0.0,1.0,5.0,172.59999999999997,312.02323133214145,2.879996750903783e-06,2027.663602994645,1.0,0.0,0.0,0.0,0.0
-3.3451078238,0.0,1,230.219,2.0344,61.31090000000003,17.0,4.0,3.0,4.0,2.0,86.0,2.0,0.0,0.0,2.0,77.75999999999999,97.39766279658942,2.492154135657027,561.1321875173596,1.0,0.0,0.0,0.0,0.0
-5.345705158,0.0,1,2216.691000000001,29.64000000000008,638.1372000000025,156.0,27.0,9.0,30.0,120.0,912.0,0.0,0.0,0.0,0.0,395.25000000000006,952.4933598980932,-2.507397542147205e-06,2927.0601180034787,1.0,0.0,0.0,0.0,0.0
-5.424547549700001,0.0,1,292.37500000000006,4.430900000000003,81.64630000000005,21.0,3.0,1.0,4.0,10.0,116.0,1.0,0.0,0.0,1.0,63.6,125.67658955965013,2.1686226890039664,436.6082594494218,1.0,0.0,0.0,0.0,0.0
-5.676541808600001,0.0,1,474.8340000000004,5.244800000000006,125.02800000000008,28.0,8.0,0.0,10.0,21.0,170.0,0.0,0.0,0.0,0.0,55.38000000000001,182.77266615089707,4.137940540514776,289.9984127700166,1.0,0.0,0.0,0.0,0.0
-5.4919252104,0.0,1,248.32199999999995,3.2977000000000025,72.44200000000004,18.0,3.0,0.0,3.0,6.0,98.0,1.0,0.0,0.0,1.0,35.53,108.4148916759397,2.398340761680488,390.7046703843559,1.0,0.0,0.0,0.0,0.0
-5.593122621900001,0.0445871950943068,3,313.482,4.6685000000000025,90.95750000000008,22.0,2.0,2.0,4.0,16.0,130.0,0.0,0.0,0.0,0.0,66.4,135.61040710846353,3.107593513656218,279.5058337171213,0.0,0.0,0.0,0.0,1.0
-5.3651562541,0.1989700042999995,2,162.276,4.009200000000003,55.12200000000004,12.0,0.0,0.0,0.0,0.0,66.0,0.0,0.0,1.0,1.0,0.0,75.67897403611023,2.30411059848846,121.19311924156366,0.0,0.0,1.0,0.0,0.0
-6.1025269393,0.0,1,754.6979999999995,13.388699999999975,214.935999999999,45.0,4.0,0.0,7.0,18.0,264.0,0.0,0.0,0.0,0.0,6.48,308.14172785807784,5.34545540362118,714.6494188420588,1.0,0.0,0.0,0.0,0.0
-6.6566491092,0.0,1,272.14500000000004,4.120180000000003,69.22400000000003,16.0,1.0,0.0,2.0,2.0,78.0,2.0,0.0,0.0,2.0,23.79,103.47850884146428,2.4687472120822465,523.1767595439565,1.0,0.0,0.0,0.0,0.0
-6.214524895199999,1.0000000000000004,2,819.3979999999995,15.420399999999969,250.6733999999988,58.0,6.0,2.0,6.0,32.0,344.0,0.0,2.0,2.0,2.0,76.66,361.9953267348446,5.81380906391017e-07,988.84852755604,0.0,1.0,0.0,0.0,0.0
-5.731545252999999,0.0,1,269.473,4.925500000000005,84.23870000000007,19.0,1.0,1.0,2.0,12.0,114.0,0.0,0.0,0.0,0.0,29.1,120.28970914182707,3.51254410984443,213.30760443279493,1.0,0.0,0.0,0.0,0.0
-6.183335848,0.4618320760000003,2,230.31,5.020600000000004,77.31400000000004,18.0,0.0,0.0,0.0,2.0,86.0,3.0,0.0,0.0,3.0,0.0,107.54559153162504,1.951466168669556,548.7160655475084,0.0,0.0,1.0,0.0,0.0
-6.1787966156,0.0588200189844963,3,202.256,4.584000000000002,70.14600000000003,16.0,0.0,0.0,0.0,0.0,74.0,4.0,0.0,0.0,4.0,0.0,93.45542159483816,2.505955689360672,666.6198058168793,0.0,0.0,0.0,0.0,1.0
-6.40319542,0.688111365026897,6,278.348,3.600400000000003,76.82300000000005,20.0,4.0,0.0,4.0,8.0,110.0,1.0,0.0,0.0,1.0,52.60000000000001,119.63095892256436,2.503712391104127,381.6079421689099,0.0,0.0,0.0,1.0,0.0
-6.9290130346000005,0.0,1,313.357,2.930000000000001,90.51640000000005,23.0,5.0,0.0,6.0,4.0,120.0,2.0,1.0,1.0,3.0,58.85,134.59356503642826,1.617703495729324,662.487877093113,1.0,0.0,0.0,0.0,0.0
-7.2523945018,0.2754537344000001,2,482.7900000000005,9.186800000000003,143.93399999999988,34.0,4.0,0.0,4.0,25.0,202.0,0.0,0.0,0.0,0.0,52.60000000000001,211.87270700443256,3.280659314844703,416.7216822476719,0.0,0.0,1.0,0.0,0.0
-7.4042503575,0.3246185347020405,3,532.6840000000002,8.713220000000003,161.1881999999996,40.0,5.0,1.0,5.0,9.0,204.0,4.0,0.0,2.0,6.0,50.8,236.3036951018622,1.512692154995918,1540.0231874767644,0.0,0.0,0.0,0.0,1.0
-2.1558333574,0.0,1,186.113,1.8206,38.03250000000001,13.0,3.0,0.0,5.0,1.0,68.0,1.0,0.0,1.0,2.0,35.53,71.87513955967094,2.506530914969293,362.4068137607414,1.0,0.0,0.0,0.0,0.0
-7.6382805905,0.0,1,291.31,2.3476800000000004,83.04010000000002,22.0,5.0,2.0,5.0,2.0,108.0,2.0,0.0,1.0,3.0,95.98,126.91275350619183,2.3868099542133567,862.938264047108,1.0,0.0,0.0,0.0,0.0
-8.2501920599,0.0,1,889.5329999999993,18.179299999999984,280.1686999999993,63.0,4.0,4.0,6.0,49.0,374.0,0.0,0.0,0.0,0.0,112.65,393.92012722964535,-8.602325292505161e-07,883.0930024861892,1.0,0.0,0.0,0.0,0.0
-8.1852587653,0.4119543704500001,2,765.9999999999998,10.377099999999992,223.3972999999993,56.0,11.0,4.0,12.0,21.0,300.0,4.0,0.0,0.0,4.0,156.45999999999998,331.5664038052276,1.500952066139594,1746.2812771982633,0.0,0.0,1.0,0.0,0.0
-2.2566445306,0.4791308000418823,3,180.203,1.76684,49.04680000000002,13.0,2.0,1.0,3.0,3.0,70.0,1.0,0.0,0.0,1.0,46.53,76.96047265883006,2.806920561742865,297.69593883291583,0.0,0.0,0.0,0.0,1.0
-1.8254561435,0.0,1,665.226,6.037400000000007,127.2030000000001,37.0,9.0,0.0,13.0,23.0,225.0,0.0,0.0,0.0,0.0,106.59000000000005,243.45438907701453,5.268005358026134,600.2721926824928,1.0,0.0,0.0,0.0,0.0
-0.8171647444,0.0,1,652.5740000000003,-5.246899999999993,149.47059999999985,44.0,13.0,3.0,17.0,7.0,214.0,5.0,0.0,0.0,5.0,217.55,293.3058533066869,2.6449970249534545e-06,2360.006030938946,1.0,0.0,0.0,0.0,0.0
-1.1383824511,0.0,1,136.14999999999998,1.5948,38.111300000000014,10.0,2.0,1.0,2.0,1.0,52.0,1.0,0.0,0.0,1.0,37.3,59.11704320052995,3.003400684579818,235.9394333808838,1.0,0.0,0.0,0.0,0.0
-2.7868204517,0.0,1,601.5080000000004,-0.9071999999999972,142.72569999999988,42.0,12.0,3.0,15.0,6.0,200.0,5.0,0.0,0.0,5.0,213.25,282.50696770757924,2.419997479123551e-06,2018.5725239864043,1.0,0.0,0.0,0.0,0.0
-3.2972120668,0.0,1,192.302,3.824300000000002,62.24300000000004,14.0,1.0,0.0,1.0,5.0,78.0,0.0,0.0,0.0,0.0,17.07,87.21126940407984,3.896758106273965,262.9601502903715,1.0,0.0,0.0,0.0,0.0
-2.2056018566,0.0080490716999999,2,154.12499999999997,0.8825999999999998,39.17360000000001,11.0,4.0,2.0,5.0,1.0,58.0,1.0,0.0,0.0,1.0,89.38999999999999,62.21850329120549,3.1515496683060507,297.8789117242989,0.0,0.0,1.0,0.0,0.0
